ds,yhat
2014-09-15,238.8672533827708
2014-09-16,269.09029258554295
2014-09-17,246.86867177615966
2014-09-19,247.73939929852526
2014-09-20,230.6620216847209
2014-09-21,239.66395368946976
2014-09-22,242.14802041881458
2014-09-23,272.0169350833031
2014-09-24,249.51921150828622
2014-09-25,236.72712339672458
2014-09-26,250.09910788029188
2014-09-27,233.01016187887868
2014-09-28,242.08500742012782
2014-09-29,244.7181271356044
2014-09-30,274.80054543648436
2014-10-01,252.56627560486504
2014-10-02,240.07090772774635
2014-10-03,253.7547116348265
2014-10-04,236.97377777854103
2014-10-05,246.33394528560714
2014-10-06,249.21159105133788
2014-10-07,279.48112853073803
2014-10-08,257.3621110143878
2014-10-09,244.89839112692894
2014-10-10,258.52169055509796
2014-10-11,241.5663342121379
2014-10-12,250.6536473566598
2014-10-13,253.16255912499295
2014-10-14,282.97378149267126
2014-10-15,260.3166994631778
2014-10-16,247.2481839325407
2014-10-17,260.21569336545053
2014-10-18,242.58818721677713
2014-10-19,250.98960835845494
2014-10-20,252.81902417609422
2014-10-21,281.97729803108246
2014-10-22,258.7132153901177
2014-10-24,257.6054728945298
2014-10-25,239.60682454457466
2014-10-26,247.7390784212063
2014-10-27,249.4070587458907
2014-10-28,278.5133293058587
2014-10-29,255.30418047491514
2014-10-31,254.59639284901596
2014-11-01,236.91768653197897
2014-11-02,245.42744307816184
2014-11-03,247.51022559875676
2014-11-04,277.0463988650574
2014-11-05,254.2589083495647
2014-11-06,241.19221594039104
2014-11-07,254.2757592673353
2014-11-08,236.8554499204256
2014-11-09,245.5279518353603
2014-11-10,247.66180560038657
2014-11-11,277.1252392253884
2014-11-12,254.1335522164836
2014-11-14,253.34214529181867
2014-11-15,235.328317570011
2014-11-16,243.2970105324633
2014-11-17,244.63518120274443
2014-11-18,273.2341525568337
2014-11-19,249.3363954185393
2014-11-20,235.01153722317662
2014-11-21,246.72710629837422
2014-11-22,227.87125470464457
2014-11-23,235.08850399048333
2014-11-24,235.79946822434712
2014-11-25,263.92706185918814
2014-11-26,239.74212578279722
2014-11-27,225.34096865509525
2014-11-28,237.20722834115318
2014-11-29,218.74161461896824
2014-11-30,226.59432709027098
2014-12-01,228.1842719390603
2014-12-02,257.4249794715024
2014-12-03,234.57017230230485
2014-12-04,221.69149098636785
2014-12-05,235.24078431461666
2014-12-06,218.58052031581312
2014-12-07,228.3170991649605
2014-12-08,231.82117152893423
2014-12-09,262.9548372039148
2014-12-10,241.9186405171679
2014-12-12,245.79124935984115
2014-12-13,230.41336008087686
2014-12-14,241.15914384627956
2014-12-15,245.36092407246372
2014-12-16,276.8499427398268
2014-12-17,255.80456045472533
2014-12-19,258.5255065579968
2014-12-20,242.01176720621496
2014-12-21,251.27102819659513
2014-12-22,253.66622220095977
2014-12-23,283.0695641352055
2014-12-24,259.7099449498655
2014-12-26,257.3596902606326
2014-12-27,238.2264490238679
2014-12-28,244.9090567521322
2014-12-29,244.8469460435117
2014-12-30,271.9882207754084
2014-12-31,246.63486133513769
2015-01-02,241.36744381013028
2015-01-03,221.42372314533932
2015-01-04,227.78630040342497
2015-01-05,227.92325750210298
2015-01-06,255.7976820893565
2015-01-09,230.50926232932855
2015-01-10,213.28777620115034
2015-01-12,226.31686610981205
2015-01-13,257.84238035519394
2015-01-17,230.25985923607865
2015-01-19,249.45482039331333
2015-01-23,272.8206147696559
2015-01-24,258.8151622432279
2015-01-26,274.8789920269134
2015-01-27,306.01721511207876
2015-01-28,283.97115740056176
2015-01-30,282.6862179006433
2015-01-31,263.17379698377255
2015-02-03,291.57843110466763
2015-02-06,248.8955935378204
2015-02-07,223.5022190994003
2015-02-08,223.7775287542615
2015-02-09,217.2605771971252
2015-02-10,238.00119755330755
2015-02-14,164.3759113681175
2015-02-15,166.07436454487163
2015-02-16,162.1508746527122
2015-02-18,159.8841331657501
2015-02-20,155.6948524112408
2015-02-21,138.20549055766006
2015-02-22,148.24129278137593
2015-02-23,153.19564834761917
2015-02-25,169.6421232123309
2015-02-27,184.26289927715817
2015-02-28,175.76525284340875
2015-03-01,194.28462084293403
2015-03-02,207.05116638703555
2015-03-05,235.15300477809626
2015-03-06,259.9200214548431
2015-03-07,254.00013245705665
2015-03-08,273.8248238923927
2015-03-09,286.60678305007775
2015-03-10,326.0703400977012
2015-03-12,307.2275042059324
2015-03-13,327.18563288851
2015-03-14,315.4524070196057
2015-03-15,328.5802367669264
2015-03-16,333.9181882867488
2015-03-17,365.33919020957046
2015-03-19,329.250148606129
2015-03-20,340.3310883199014
2015-03-21,319.76775220973207
2015-03-22,324.26870030842804
2015-03-23,321.3301837112664
2015-03-24,344.960333225619
2015-03-26,295.21174854201377
2015-03-27,300.6126050935794
2015-03-28,275.2289203756829
2015-03-29,275.81342794330925
2015-03-30,269.8855174628995
2015-03-31,291.45564785910943
2015-04-02,240.2855608907655
2015-04-04,222.1521362137712
2015-04-05,224.7087955900782
2015-04-06,221.33227738328813
2015-04-07,245.93371353687667
2015-04-09,201.8481829209562
2015-04-10,211.64000214381252
2015-04-11,191.46407116946688
2015-04-12,197.89640039033117
2015-04-13,198.27769099482336
2015-04-14,226.44240338017073
2015-04-16,188.65273007327218
2015-04-17,201.0864013055629
2015-04-18,183.17739668761465
2015-04-19,191.49085995654045
2015-04-20,193.36996428377728
2015-04-21,222.66413637840898
2015-04-22,199.5765449038931
2015-04-24,198.79678509844854
2015-04-25,180.89648939698804
2015-04-26,189.06237923609683
2015-04-27,190.69464549534703
2015-04-28,219.69988041163765
2015-04-29,196.33657765150758
2015-04-30,182.69247560866282
2015-05-01,195.24616415767505
2015-05-02,177.39653108371374
2015-05-03,185.79485621543745
2015-05-04,187.86368959014752
2015-05-07,182.47497038555917
2015-05-08,196.31212553872467
2015-05-09,179.91797919822753
2015-05-10,189.91111992870594
2015-05-11,193.67480966953275
2015-05-12,225.08393803993542
2015-05-13,204.3517827635212
2015-05-14,193.50903956221634
2015-05-15,208.96748078593046
2015-05-16,194.0517480439302
2015-05-17,205.33400819605387
2015-05-18,210.15552514423635
2015-05-20,222.1163679763763
2015-05-21,211.44903306123453
2015-05-22,226.75195403038316
2015-05-23,211.3459878331472
2015-05-24,221.80865821515607
2015-05-25,225.49558457777135
2015-05-26,256.26837845116233
2015-05-28,221.76329510157296
2015-05-29,234.97527293440635
2015-05-30,217.3469855142875
2015-05-31,225.50743102296184
2015-06-01,226.8653795477314
2015-06-04,216.55483943161704
2015-06-05,227.85752524315495
2015-06-07,215.2390108423503
2015-06-08,215.4139476311302
2015-06-09,242.9888830796247
2015-06-11,203.26361716366523
2015-06-12,214.54035833427008
2015-06-13,195.46307955176874
2015-06-14,202.67090725724125
2015-06-15,203.56894882227135
2015-06-16,232.05506542372706
2015-06-18,194.55819234524438
2015-06-19,207.06706256203668
2015-06-20,189.24258636216672
2015-06-21,197.68159078417878
2015-06-22,199.74941763278107
2015-06-23,229.30792785235613
2015-06-25,193.5449136632576
2015-06-26,206.67109617895068
2015-06-28,197.96251999097467
2015-06-29,200.08850324996587
2015-07-02,193.0786287332828
2015-07-03,205.6861291283909
2015-07-04,187.70169115280186
2015-07-05,195.7537852834657
2015-07-06,197.2487691514292
2015-07-08,202.56078474086922
2015-07-09,188.72805031144875
2015-07-10,201.07848461050057
2015-07-11,183.01135583380255
2015-07-12,191.17841070059401
2015-07-13,193.00310261137352
2015-07-14,222.40645959642944
2015-07-16,186.82598590698916
2015-07-17,200.39407041155172
2015-07-18,183.73681505230468
2015-07-19,193.47994196665815
2015-07-20,197.0147792461041
2015-07-23,196.3790875447279
2015-07-24,211.78389366075442
2015-07-25,196.8806887332373
2015-07-26,208.24924841872195
2015-07-27,213.2371709560101
2015-07-30,215.54855832519883
2015-07-31,231.36629172145894
2015-08-01,216.55867983099816
2015-08-02,227.69728869173545
2015-08-05,242.63207958846945
2015-08-06,230.9386812850614
2015-08-07,245.0546338102632
2015-08-08,228.33356041538482
2015-08-09,237.38860106024606
2015-08-10,239.63391852824267
2015-08-11,268.94821049328823
2015-08-13,231.6257218842776
2015-08-15,224.7564634182535
2015-08-16,231.9023349888081
2015-08-17,232.41886848661224
2015-08-21,231.9945172337875
2015-08-22,212.8393819871932
2015-08-23,219.91852016771747
2015-08-24,220.65364916142775
2015-08-25,248.96088427001803
2015-08-27,211.13658855766136
2015-08-28,223.53702244860688
2015-08-29,205.6672080199836
2015-08-31,216.344814413565
2015-09-01,246.15084308965294
2015-09-03,211.2664570610194
2015-09-04,225.038075893459
2015-09-05,208.43292056643637
2015-09-06,218.04134109016007
2015-09-07,221.2256878110842
2015-09-08,251.84816089031048
2015-09-10,218.07157612216514
2015-09-11,232.1344018707135
2015-09-12,215.65413675673972
2015-09-13,225.23376849000556
2015-09-14,228.25238752587506
2015-09-15,258.59230266570506
2015-09-16,236.48557069459426
2015-09-17,223.99241734840737
2015-09-18,237.56393457151785
2015-09-19,220.57259579315914
2015-09-20,229.6453645231855
2015-09-21,232.18350254571
2015-09-22,262.08896396601665
2015-09-24,226.8477174367407
2015-09-25,240.22057892814365
2015-09-26,223.1196390253376
2015-09-27,232.17238312675428
2015-09-28,234.77648919668545
2015-10-01,230.0363366203171
2015-10-02,243.6992594215032
2015-10-03,226.90812074389785
2015-10-04,236.27161304788947
2015-10-05,239.16845403255408
2015-10-08,235.0220095775429
2015-10-09,248.73841430930398
2015-10-10,231.91042203015496
2015-10-11,241.14080296072362
2015-10-12,243.80605959742263
2015-10-13,273.7839403097298
2015-10-15,238.4087224659243
2015-10-16,251.55238844641104
2015-10-17,234.0965037308511
2015-10-18,242.66124315716624
2015-10-19,244.64217266895133
2015-10-20,273.93705665160303
2015-10-22,237.28015537666286
2015-10-23,249.86314001722377
2015-10-24,231.9224490794728
2015-10-25,240.09190235175797
2015-10-26,241.77747787723055
2015-10-28,247.65943000002494
2015-10-29,234.17614232445501
2015-10-30,246.89010542165758
2015-10-31,229.17299516274818
2015-11-01,237.64513006543655
2015-11-02,239.6956256475856
2015-11-03,269.20931551059437
2015-11-05,233.35601037821664
2015-11-06,246.469920109752
2015-11-07,229.1034930146831
2015-11-08,237.85504610136667
2015-11-09,240.0939687148713
2015-11-10,269.68807918963034
2015-11-11,246.85136711788985
2015-11-12,233.62326829023527
2015-11-13,246.43246971678803
2015-11-14,228.6286147066167
2015-11-15,236.81663815820926
2015-11-16,238.37779142802037
2015-11-17,267.1971959734184
2015-11-19,229.38430656449898
2015-11-20,241.2760883249138
2015-11-21,222.568184144994
2015-11-22,229.8995557085797
2015-11-23,230.6860383545206
2015-11-24,258.84674297725616
2015-11-25,234.64985198725117
2015-11-26,220.19030018060243
2015-11-27,231.95173985658894
2015-11-28,213.33634687237844
2015-11-29,220.99725821003446
2015-11-30,222.35776262284514
2015-12-01,251.337145590459
2015-12-03,215.01448568941825
2015-12-04,228.2530261260423
2015-12-05,211.2838740438288
2015-12-06,220.7234625057289
2015-12-07,223.9525836722474
2015-12-08,254.8432588835042
2015-12-09,233.60545471335217
2015-12-10,222.26603177639623
2015-12-11,237.23234465149955
2015-12-12,221.82400257545393
2015-12-13,232.60753244350366
2015-12-14,236.91800680568807
2015-12-15,268.5874709103504
2015-12-16,247.79304571279593
2015-12-17,236.5371377211247
2015-12-18,251.21208619200266
2015-12-19,235.13272852914037
2015-12-20,244.87159370110263
2015-12-21,247.78076186690407
2015-12-22,277.7202078734356
2015-12-23,254.9054979695164
2015-12-24,241.38727227984532
2015-12-25,253.61485466777035
2015-12-26,234.9674912875063
2015-12-27,242.08795708378636
2015-12-28,242.40260620871175
2015-12-29,269.84772926233484
2015-12-30,244.71513827783767
2015-12-31,229.12946857386876
2016-01-02,219.59775506938712
2016-01-03,225.79109256574182
2016-01-04,225.65990430063547
2016-01-05,253.17236376135793
2016-01-07,214.1879133018263
2016-01-08,226.3277418872836
2016-01-09,208.4743523847827
2016-01-10,217.2836915790747
2016-01-11,220.17037144436176
2016-01-14,219.4133396637724
2016-01-15,235.37588506644335
2016-01-16,221.3003508199006
2016-01-17,233.73420754535536
2016-01-21,246.70774783517643
2016-01-22,263.98979312558896
2016-01-23,250.52225934178884
2016-01-24,262.8001744514948
2016-01-25,268.09443549049405
2016-01-28,267.1029365873162
2016-01-30,262.02747772239013
2016-01-31,268.9310567688888
2016-02-01,268.3611471662041
2016-02-02,294.21174494376567
2016-02-03,266.7454175676383
2016-02-04,248.07193794702218
2016-02-05,254.71077713757316
2016-02-06,230.12098614744468
2016-02-07,231.03324091522273
2016-02-08,224.96816595949892
2016-02-09,245.96084273897978
2016-02-11,192.52570608238423
2016-02-12,196.94415889007254
2016-02-13,171.19960282505576
2016-02-14,172.08179571429125
2016-02-15,167.1470536004533
2016-02-16,190.44154345383856
2016-02-19,155.09146524134303
2016-02-20,135.9430951880513
2016-02-21,144.27725765168952
2016-02-22,147.5206432248396
2016-02-23,179.57273680445257
2016-02-25,152.77428644592635
2016-02-27,162.5517219204328
2016-02-28,179.9779097408874
2016-02-29,191.84764438108303
2016-03-01,231.89440506997724
2016-03-03,218.5917501008288
2016-03-04,243.37896078714155
2016-03-05,237.71790158521728
2016-03-06,258.0341847083046
2016-03-07,271.53000636056294
2016-03-08,311.91487164109856
2016-03-09,299.2556543500844
2016-03-10,295.4583855671507
2016-03-11,316.83407618579156
2016-03-12,306.63204104749127
2016-03-13,321.3754335240603
2016-03-14,328.38303972043786
2016-03-15,361.49717230680875
2016-03-17,328.74474962301986
2016-03-18,341.41228454311243
2016-03-19,322.3464286823802
2016-03-20,328.2330226645723
2016-03-21,326.54873726996647
2016-03-22,351.28560659009736
2016-03-24,303.2623745585512
2016-03-25,309.26887241177053
2016-03-26,284.3173506963578
2016-03-27,285.1637007959809
2016-03-28,279.334007952994
2016-03-29,300.84869159884175
2016-03-30,270.06643336472257
2016-03-31,249.16042284028484
2016-04-01,254.67934551191462
2016-04-02,230.0766800423124
2016-04-03,232.04309127846204
2016-04-04,228.02602210291238
2016-04-05,251.95635347337594
2016-04-06,224.0950391364751
2016-04-07,206.51216925689326
2016-04-08,215.6508102962282
2016-04-09,194.8516848138252
2016-04-10,200.71054033612262
2016-04-12,228.2957616195808
2016-04-13,204.04550072651412
2016-04-14,189.82924970376266
2016-04-15,202.03463154675222
2016-04-16,183.96777755926263
2016-04-17,192.1888440601384
2016-04-18,194.0341330036212
2016-04-19,223.3446361271578
2016-04-21,186.9675040910592
2016-04-22,199.72696023910976
2016-04-23,181.94079669871618
2016-04-24,190.21833907146828
2016-04-25,191.9498304274245
2016-04-26,221.0329234450306
2016-04-28,184.08805513286532
2016-04-30,178.69816012706735
2016-05-01,186.98548341924712
2016-05-02,188.9015080318838
2016-05-03,218.3685545165252
2016-05-05,182.84098527197918
2016-05-06,196.4032077954718
2016-05-07,179.72174701380175
2016-05-08,189.4243314485748
2016-05-09,192.90378722749418
2016-05-10,224.0446736388786
2016-05-11,203.0697247604632
2016-05-12,192.01857039812572
2016-05-14,192.279018832413
2016-05-15,203.50022759698703
2016-05-16,208.32026100980102
2016-05-17,240.58044028855235
2016-05-18,220.46572132009908
2016-05-19,209.98463477485282
2016-05-20,225.53365640480314
2016-05-21,210.4294931018101
2016-05-22,221.24400130765437
2016-05-23,225.32578464465703
2016-05-24,256.5282987929128
2016-05-25,235.0573446593265
2016-05-26,222.95039499872777
2016-05-27,236.64010913771185
2016-05-28,219.4855499769409
2016-05-29,228.10585464139191
2016-05-30,229.90044549244888
2016-05-31,258.7643250230909
2016-06-02,220.60140307070998
2016-06-03,232.14702231440404
2016-06-04,213.0099441700083
2016-06-05,219.8501437390647
2016-06-06,220.10161871378065
2016-06-07,247.6981129034088
2016-06-09,207.86366817701926
2016-06-10,219.01932706423054
2016-06-11,199.78494949662672
2016-06-12,206.80698530850458
2016-06-13,207.49844875320053
2016-06-14,235.76543289211023
2016-06-15,211.85338125207886
2016-06-16,197.8255951041005
2016-06-17,210.126351538098
2016-06-18,192.11215386830253
2016-06-19,200.38585982683253
2016-06-20,202.31775537865354
2016-06-21,231.77341467907323
2016-06-23,195.91205829937275
2016-06-24,209.04330569410817
2016-06-25,191.69097527785723
2016-06-26,200.44436774593555
2016-06-27,202.66750600553712
2016-06-28,232.22710837854174
2016-06-29,209.3399941172241
2016-06-30,196.05236668048056
2016-07-01,208.8033282980436
2016-07-02,190.9561375536541
2016-07-03,199.13195770957057
2016-07-04,200.73017780428353
2016-07-07,192.33648002181428
2016-07-08,204.65317291096076
2016-07-09,186.5096054521939
2016-07-10,194.55673461145992
2016-07-12,225.41842354799618
2016-07-14,189.32346322678438
2016-07-15,202.59130274296294
2016-07-16,185.6140456332339
2016-07-17,195.02517748007384
2016-07-18,198.22439408304464
2016-07-19,229.1041097236617
2016-07-20,207.8956829123416
2016-07-21,196.647879681632
2016-07-22,211.78993622139384
2016-07-23,196.6627517945742
2016-07-24,207.8529633491361
2016-07-25,212.71397566818086
2016-07-28,214.99214504500247
2016-07-29,230.92043510526454
2016-07-30,216.2833071737463
2016-07-31,227.64952552266988
2016-08-01,232.3623044121344
2016-08-02,264.2674706731696
2016-08-03,243.56109248717345
2016-08-04,232.26901683969444
2016-08-05,246.8106649964639
2016-08-06,230.53059243556103
2016-08-07,240.03255467802313
2016-08-08,242.7001539367951
2016-08-09,272.4239249783327
2016-08-11,235.84724075009396
2016-08-12,248.09199143055446
2016-08-13,229.57605121222423
2016-08-14,236.9505909667718
2016-08-15,237.6433582540576
2016-08-16,265.5846520884414
2016-08-17,241.0527839466719
2016-08-18,226.15152878178822
2016-08-19,237.37197376815917
2016-08-20,218.1223249595102
2016-08-21,225.0604608846093
2016-08-22,225.61334805838024
2016-08-23,253.70320821810728
2016-08-26,227.48621713208811
2016-08-27,209.3297216003546
2016-08-28,217.5194199170732
2016-08-29,219.44438074965169
2016-08-30,248.98743868516462
2016-08-31,226.3721902034019
2016-09-01,213.64214526369932
2016-09-02,227.22438939343968
2016-09-03,210.46125689780405
2016-09-04,219.9447691901579
2016-09-05,223.03785574432231
2016-09-06,253.60223706730997
2016-09-08,219.80215930619642
2016-09-09,233.89402687719652
2016-09-10,217.4651132503239
2016-09-11,227.11408503511026
2016-09-12,230.2153816412017
2016-09-13,260.64650296163995
2016-09-14,238.63471105510018
2016-09-15,226.23561748633458
2016-09-16,239.89603592914924
2016-09-17,222.9846368435991
2016-09-18,232.1251752118363
2016-09-19,234.71639402464888
2016-09-20,264.65848702724344
2016-09-22,229.4110515724618
2016-09-23,242.75511403027096
2016-09-24,225.60983693177906
2016-09-25,234.60476389248527
2016-09-26,237.14020902217624
2016-09-27,267.1137903869382
2016-09-28,244.76660502390396
2016-09-29,232.16153031177234
2016-09-30,245.74603419135872
2016-10-01,228.8830373522315
2016-10-02,238.1845670873377
2016-10-03,241.03230577797095
2016-10-04,271.3048813957096
2016-10-06,236.83750646000783
2016-10-07,250.57484568556177
2016-10-08,233.78657643960878
2016-10-09,243.07453210172915
2016-10-10,245.81357926540593
2016-10-11,275.8791883610668
2016-10-13,240.70942798850257
2016-10-14,253.96389195213067
2016-10-15,236.61913543895992
2016-10-16,245.29143485343866
2016-10-17,247.37254374443268
2016-10-18,276.7566452672144
2016-10-20,240.2329428322257
2016-10-21,252.85508363059552
2016-10-22,234.93313609073437
2016-10-23,243.10026650335314
2016-10-24,244.7625982392187
2016-10-25,273.825581367396
2016-10-27,236.9794352412039
2016-10-28,249.6036167006133
2016-10-29,231.78782414418757
2016-10-30,240.1565086438703
2016-10-31,242.1032049495111
2016-11-01,271.51729327743055
2016-11-03,235.49518936277747
2016-11-04,248.54810821395108
2016-11-05,231.1409719859304
2016-11-06,239.874782980679
2016-11-07,242.1206736296459
2016-11-08,271.74755184019136
2016-11-09,248.96938137525154
2016-11-10,235.82454672309865
2016-11-11,248.7396545907449
2016-11-12,231.06126317289906
2016-11-13,239.39028927273102
2016-11-14,241.10313162883548
2016-11-15,270.0793572750318
2016-11-16,246.54883621468062
2016-11-17,232.5707731230598
2016-11-18,244.59699169035795
2016-11-19,226.00298432243972
2016-11-20,233.42147495773128
2016-11-21,234.262576288133
2016-11-22,262.44040620770784
2016-11-23,238.21908279226656
2016-11-24,223.69058172226443
2016-11-25,235.33684907414897
2016-11-26,216.5597204836664
2016-11-27,224.0134325058809
2016-11-28,225.12384408617643
2016-11-29,253.81426696718668
2016-11-30,230.3508545589732
2016-12-01,216.820058598145
2016-12-02,229.69056619294375
2016-12-03,212.34328143667582
2016-12-04,221.4041435126235
2016-12-05,224.26389786255817
2016-12-06,254.7868471224527
2016-12-08,221.5722874273577
2016-12-09,236.2874137104309
2016-12-10,220.68363191486733
2016-12-11,231.33398020852488
2016-12-12,235.57849700290927
2016-12-13,267.2524417334912
2016-12-14,246.53423632031092
2016-12-15,235.42556440438
2016-12-16,250.31596376887325
2016-12-17,234.51539617522357
2016-12-18,244.58950616698692
2016-12-19,247.8816070206286
2016-12-20,278.2412097181714
2016-12-22,242.81141580368148
2016-12-23,255.49498470819498
2016-12-24,237.2875395729464
2016-12-25,244.81741685464812
2016-12-26,245.49687814905784
2016-12-27,273.24888156
2016-12-29,232.92347387351498
2016-12-30,243.47025812414773
2016-12-31,223.42916635127554
2017-01-01,229.4933529515138
2017-01-02,229.13179113704507
2017-01-03,256.31414943201287
2017-01-06,227.93870248263326
2017-01-07,209.42793929625213
2017-01-08,217.52917309845034
2017-01-09,219.6738951468203
2017-01-12,216.67815996940325
2017-01-13,231.94441655794816
2017-01-14,217.23787215817566
2017-01-15,229.12519983587214
2017-01-16,234.92993968548404
2017-01-19,241.07982781395017
2017-01-20,258.4575435906817
2017-01-21,245.23829738798295
2017-01-22,257.917063546439
2017-01-23,263.76083494781034
2017-01-24,296.53869996076025
2017-01-26,265.2134304682204
